date,stock,current_price,change_pct,rsi,ema20,ema50,ema200,vwap,macd,volume,avg_volume,confidence,entry,target_1,target_2,stop_loss,trend,intraday_signal,long_term_signal,timeframe,timeframe_t2,risk_reward,rank
2026-08-08T07:09:10.326Z,SUNDRMFAST,1090.55,5.83,84.3,973.93,931.5,906.35,917.68,8.446,699524,171326,90,1090.55,1144.4,1171.33,1050.16,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.367Z,TRITURBINE,636.45,2.09,56.61,625.16,628.58,575.9,589.43,3.916,1270213,792213,90,636.45,677.99,698.76,605.3,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.447Z,HAPPYFORGE,1906.2,4.91,82.13,1654.54,1553.26,1316.47,1300.83,19.117,154871,93779,90,1906.2,2033.54,2097.21,1810.7,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.547Z,DEVYANI,134.73,8.78,74.94,118.07,115.59,124.77,132.49,1.955,26617033,5841293,90,134.73,144.72,149.72,127.24,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.660Z,ASIANPAINT,2735,-0.73,53.34,2724.27,2682.05,2588.11,2582.73,4.173,1067986,1035654,86,2735,2852.81,2911.72,2646.64,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.796Z,ABCAPITAL,408.05,-3.19,53.45,404.96,389.97,352.55,339.77,0.671,4840967,3624111,86,408.05,431.15,442.7,390.72,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:09.599Z,BHARTIARTL,1959.9,0.61,57.4,1939.11,1909.11,1915.27,1930.85,0.514,3019876,5995608,85,1959.9,2031.37,2067.11,1906.3,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.639Z,ULTRACEMCO,12105,0.25,59.72,11900.27,11718.94,11806.19,11845.95,10.224,171352,293739,85,12105,12527.66,12738.99,11788.01,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.649Z,BAJAJ-AUTO,11662,-1.17,66.68,11062.01,10587.05,9798.41,9548.86,77.062,250127,516558,85,11662,12167.95,12420.93,11282.54,Bullish,BUY,BUY,3 days,4 days,1.33,1
2026-08-08T07:09:09.653Z,NESTLEIND,1540,0.33,67.06,1489.23,1451.07,1344.9,1331.87,5.596,1520661,2566027,85,1540,1610.57,1645.85,1487.08,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.657Z,ETERNAL,315,-0.4,67.04,299.62,282.88,275.7,280.93,0.84,12763812,34712229,85,315,332.92,341.88,301.56,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.658Z,SHRIRAMFIN,1115,-2.28,62.77,1064.82,1031.35,940.55,894.61,8.098,3239689,6045621,85,1115,1176.16,1206.74,1069.13,Bullish,BUY,BUY,3 days,1 week,1.33,1
2026-08-08T07:09:09.678Z,EICHERMOT,8020,0.66,64.29,7770.25,7563.41,7178.33,7116.73,23.021,339416,569453,85,8020,8338.36,8497.54,7781.23,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.684Z,INDIGO,5333,0.27,55.62,5254.37,5088.58,5014.35,5007.03,2.885,432283,990446,85,5333,5599.41,5732.61,5133.19,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:09.702Z,PIDILITIND,1660,-1.54,61.35,1617.03,1571.99,1501.42,1487.56,6.112,917427,1290582,85,1660,1729.66,1764.48,1607.76,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.704Z,TMCV,453.1,-1.42,65.2,430.23,419.31,403.21,406.48,4.237,6870933,7752521,85,453.1,478.92,491.82,433.74,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.712Z,ABB,7600,-1.75,59.63,7416.72,7192.54,6402.21,6179.41,22.187,179322,485457,85,7600,8031.79,8247.68,7276.16,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.733Z,SIEMENS,3940.1,-0.3,67.77,3761.54,3677.51,3447.85,3361.83,35.413,221514,372765,85,3940.1,4148.4,4252.55,3783.87,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.753Z,PNB,114.81,0.45,68.31,111.18,109.37,111.34,114.43,0.389,11202537,18099426,85,114.81,118.69,120.63,111.9,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.792Z,LLOYDSME,2101.2,0.68,65.78,1963.99,1855.59,1587.74,1471.03,9.13,345815,605820,85,2101.2,2221.94,2282.31,2010.65,Bullish,BUY,BUY,3 days,1 week,1.33,1
2026-08-08T07:09:09.822Z,UNITDSPR,1512.4,-0.83,68.27,1465.08,1403.78,1353.83,1352.7,4.136,324797,934918,85,1512.4,1572,1601.81,1467.7,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.841Z,OFSS,11805,0.6,63.43,11346.41,10765.86,9230.71,9143.68,12.913,186998,461017,85,11805,12594.54,12989.31,11212.84,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.850Z,LENSKART,569.7,-0.52,60.36,554.81,537.33,491.85,477.87,0.114,1594454,4068033,85,569.7,598.43,612.8,548.15,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.872Z,PERSISTENT,5475,0.28,62.23,5288.01,5127.24,5248.49,5290.3,18.717,507690,648094,85,5475,5805.1,5970.15,5227.42,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:09.877Z,AUBANK,1067,-1.89,56.78,1044.03,1029,962.96,921.99,4.918,752130,1691882,85,1067,1123.67,1152,1024.5,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.953Z,GLENMARK,2279.1,0.4,56.92,2236.66,2231.78,2155.97,2077.52,5.104,437610,571393,85,2279.1,2390.31,2445.91,2195.7,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.970Z,RBLBANK,389.8,0,66.49,372.76,363.2,329.65,309.1,2.646,2903774,6637162,85,389.8,408.9,418.45,375.48,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.990Z,APLAPOLLO,1970,1.29,66.08,1876.51,1860.7,1865.29,1896.49,14.558,404634,611770,85,1970,2064.99,2112.48,1898.76,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.017Z,360ONE,1168.1,-2.01,63.18,1134.69,1114.39,1095.99,1098.06,7.685,959901,1388466,85,1168.1,1232.21,1264.27,1120.01,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.022Z,BALKRISIND,2466.3,-1.41,69.99,2262.42,2214.09,2268.97,2325.53,51.081,126576,556346,85,2466.3,2651.23,2743.7,2327.6,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.028Z,ANTHEM,841,1.86,69.08,796.55,778.17,739.57,751.77,6.194,472590,867352,85,841,888.41,912.12,805.44,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.034Z,AIAENG,4776,-0.4,56.91,4680.58,4582.5,4073.11,3866.47,7.419,46225,58827,85,4776,5060.72,5203.08,4562.46,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.074Z,ENDURANCE,2904.5,0.93,66.03,2777.34,2698.57,2602.26,2675.02,14.498,80764,146886,85,2904.5,3071.61,3155.17,2779.17,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.082Z,CONCOR,505.2,-2.16,58.77,501.11,489.81,498.5,503.27,1.78,788586,2951309,85,505.2,531.47,544.6,485.5,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.127Z,MANAPPURAM,366.75,0.76,65.18,352.51,335.53,304.26,295.61,0.429,2588647,5357842,85,366.75,388.91,399.99,350.13,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.157Z,STLTECH,638.9,0.8,65.93,576.12,541.8,350.54,237.59,12.082,1674019,2451593,85,638.9,706.75,740.67,588.01,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.169Z,WOCKPHARMA,2021,2.33,62.69,1939.56,1874.01,1629.97,1629.93,13.254,547985,633995,85,2021,2151.57,2216.86,1923.07,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.182Z,JUBLFOOD,486.5,2.85,68.2,447.81,441.1,490.29,500.07,6.507,4147385,2648182,85,486.5,514.53,528.54,465.48,Bullish,BUY,SELL,3 days,5 days,1.33,7
2026-08-08T07:09:10.189Z,TVSHLTD,14848,0.53,65,14522.39,14192.52,13856.29,13961.54,15.69,4451,12190,85,14848,15580.97,15947.45,14298.27,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.209Z,ZFCVINDIA,2637.2,2.21,68.18,2458.65,2443.86,2398.95,2414.96,34.923,103315,192532,85,2637.2,2808.15,2893.63,2508.98,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.216Z,APOLLOTYRE,445,-1.05,61.4,433.48,427.32,440.83,457.17,1.775,1967067,741449,85,445,466.79,477.68,428.66,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.247Z,SYRMA,1424.7,0.47,58.39,1380.06,1313.43,1042.02,937.35,4.19,509551,1378124,85,1424.7,1532.56,1586.49,1343.8,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.251Z,GABRIEL,1499.8,-2.09,60.91,1420.31,1297.54,1124.68,1136.01,6.29,371373,937735,85,1499.8,1640.75,1711.23,1394.08,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:10.274Z,IIFL,611.75,0.25,67.55,580.26,546.27,511.75,511.69,2.133,1097633,2366860,85,611.75,649.23,667.97,583.64,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.310Z,AFFLE,1645.6,-1.02,65.54,1578.67,1524.78,1581.08,1634.87,15.165,221349,568710,85,1645.6,1753.47,1807.41,1564.69,Bullish,BUY,HOLD,3 days,5 days,1.33,4
2026-08-08T07:09:10.317Z,GRINDWELL,2133.8,1.24,55.54,2085.63,2024.9,1781.49,1762.63,2.741,44725,97822,85,2133.8,2306.07,2392.21,2004.6,Bullish,BUY,BUY,3 days,5 days,1.33,1
2026-08-08T07:09:10.319Z,ASAHIINDIA,898.7,-3.02,57.25,891.96,883.54,886.82,912.47,2.723,588303,180059,85,898.7,950.37,976.2,859.95,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.399Z,CHENNPETRO,1275.4,-1.31,56.96,1240.22,1180.96,1014.22,967.21,3.979,1468654,2307911,85,1275.4,1398.26,1459.69,1183.25,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.431Z,AARTIIND,502.1,0.18,59.14,487.37,479.8,442.35,435.33,0.863,1422279,1431227,85,502.1,532.79,548.14,479.08,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.438Z,BASF,4091,-0.82,68.28,3803.43,3689.16,3796.66,3869.54,39.757,66610,78323,85,4091,4363.57,4499.85,3886.57,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.462Z,TBOTEK,1610.9,-3.39,64.86,1523.64,1445.49,1392.57,1504.9,14.044,110389,340846,85,1610.9,1736.78,1799.71,1516.49,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.470Z,THELEELA,518,1.37,68.54,491.12,474.24,444.06,440.43,2.485,495564,519653,85,518,553.08,570.63,491.69,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.475Z,ARE&M,931.7,0.46,62.06,900.07,876.83,874.98,891.84,3.399,498855,892570,85,931.7,982.89,1008.48,893.31,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.481Z,JINDALSAW,271.4,2.32,60.13,261.8,254.45,222.85,198.57,0.473,1613077,1799640,85,271.4,289.26,298.2,258,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.488Z,MINDACORP,721.65,-0.19,61.54,695.39,664.83,590.77,581.4,2.589,155958,250757,85,721.65,762.46,782.86,691.05,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.524Z,USHAMART,515.05,-1,58.27,504.28,493.86,453.51,449.24,0.917,444244,564888,85,515.05,542.88,556.79,494.18,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.536Z,KIRLOSBROS,1901.7,-4.19,59.64,1893.23,1848.37,1766.39,1798.29,6.444,72989,95948,85,1901.7,2039.19,2107.93,1798.58,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.549Z,CEATLTD,3723.1,-0.86,60.24,3576.05,3533.03,3524.95,3710.79,26.173,54517,195703,85,3723.1,3943.05,4053.03,3558.14,Bullish,BUY,BUY,3 days,1 week,1.33,1
2026-08-08T07:09:10.569Z,HDFCSML250,184.89,-0.31,62.06,181.7,178.19,170.34,165.56,0.33,957074,1507132,85,184.89,190.26,192.94,180.86,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.645Z,HAL,4910,-0.2,75.19,4626.17,4502.83,4401.09,4373.27,28.445,1083102,848256,83,4910,5110.35,5210.52,4759.74,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.950Z,APARINDS,16631,3.13,71.14,14738.41,14246.22,11820.26,11286.57,321.422,177454,155233,83,16631,17955.08,18617.12,15637.94,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.010Z,SONACOMS,818.05,3.29,78.01,742.54,684.51,576.93,528.83,6.245,3753214,3283563,83,818.05,865.21,888.79,782.68,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.019Z,WELCORP,1839.8,2.89,73.51,1658.89,1533.33,1185.26,1120.87,10.694,1493012,1041690,83,1839.8,1951.17,2006.85,1756.28,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.078Z,EXIDEIND,490,3.32,75.35,443.92,416.85,378.51,385.74,3.601,7853639,6745672,83,490,522.39,538.58,465.71,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.107Z,CUPID,262.13,-0.18,78.05,227.1,196.63,126.61,106.29,2.764,46030388,40195127,83,262.13,284.91,296.3,245.05,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.350Z,MTARTECH,7085.5,1.82,59.78,6357.84,6534.26,4951.53,5104.09,191.239,321936,229791,83,7085.5,7817.49,8183.48,6536.51,Bullish,BUY,BUY,3 days,4 days,1.33,1
2026-08-08T07:09:10.403Z,CASTROLIND,192.08,-1.08,70.94,186.9,185.37,188.48,189.77,0.934,3122432,2479343,83,192.08,196.99,199.44,188.4,Bullish,BUY,HOLD,4 days,1 week,1.33,4
2026-08-08T07:09:10.405Z,TDPOWERSYS,1260.9,2.7,61.2,1155.93,1159.06,974.05,898.16,18.5,1236722,1030248,83,1260.9,1385.81,1448.27,1167.22,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.487Z,AGARWALEYE,546.25,2.62,76.27,496.28,481.86,467.03,480.22,5.636,158709,126469,83,546.25,586.7,606.93,515.91,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.521Z,FINCABLES,1024.65,2.12,51.83,1017.89,1032.54,944.34,931.19,3.66,507703,215907,83,1024.65,1089.58,1122.05,975.95,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:10.533Z,IGIL,355.8,-2.21,56.46,350.93,351.07,345.33,341.36,2.911,713810,701906,83,355.8,382.07,395.2,336.1,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.668Z,HINDZINC,603,2.2,73.64,553.45,556.05,552.93,582.59,9.504,6362181,3965972,80,603,631.99,646.48,581.26,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.453Z,PGEL,630.65,3.43,65.88,599.06,571.7,567.26,546.41,-0.176,11060038,2605899,80,630.65,675.48,697.89,597.03,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:10.472Z,GRWRHITECH,6973,-5.89,64.05,7033.73,6568.41,4984.35,4386.13,14.817,566953,70754,80,6973,7533.83,7814.24,6552.38,Neutral,BUY,BUY,4 days,1 week,1.33,19
2026-08-08T07:09:09.839Z,JSWENERGY,564.4,0.52,53.93,558.06,556.62,534.62,519.2,1.923,1552610,2113723,78,564.4,589.78,602.47,545.37,Bullish,BUY,BUY,4 days,1 week,1.33,1
2026-08-08T07:09:09.879Z,HAVELLS,1288,0.19,69.07,1241.36,1220.79,1299.39,1338.87,7.377,1506943,1443508,78,1288,1338.62,1363.93,1250.04,Bullish,BUY,SELL,4 days,1 week,1.33,7
